amount,venue,address,city,state,zip,type
187647.30,The Portland Playhouse - SVOG,602 NE Prescott St. ,Portland,OR,97211,Live performing arts organization operator
927329.00,Theaterworks Inc - SVOG,2735 East Burnside street ,Portland,OR,97214,Motion picture theater operator
17706.00,"Third Angle New Music Ensemble, Inc. - SVOG",PO Box 28225 ,Portland,OR,97228,Live performing arts organization operator
31459.14,Third Rail Repertory Theatre - SVOG,126 NE Alberta Street ,Portland,OR,97211,Theatrical producer
132925.40,Trendy Productions LLC - SVOG,6704 SE Brooklyn Street,Portland,OR,97206,Live venue operator or promoter
93531.56,triangle productions - SVOG,1785 NE Sandy Blvd MB 2,Portland,OR,97232,Live performing arts organization operator
388226.00,U & H Movies LLC - SVOG,8704 N Lombard St ,Portland,OR,97203,Motion picture theater operator
1081503.85,VCE Theaters LLC dba Studio One Theaters - SVOG,3945 SE Powell BLVD ,Portland,OR,97202,Motion picture theater operator
120565.12,Viewers Like You LLC - SVOG,3308 E Burnside St ,Portland,OR,97214,Live venue operator or promoter
1036618.65,Waterfront Blues Production LLC - SVOG,13285 NW Lovejoy St ,Portland,OR,97229,Live performing arts organization operator
329238.35,White Bird - SVOG,5620 SW EDGEMONT PLACE ,Portland,OR,97239,Live performing arts organization operator
781932.97,"WONDER BALLROOM CAFE, LLC - SVOG",128 NE RUSSELL ST. ,Portland,OR,97212,Live venue operator or promoter
64848.01,"World Comedy League, Inc. - SVOG",3308 E Burnside St ,Portland,OR,97214,Live performing arts organization operator
320455.55,World Forestry Center - SVOG,4033 SW Canyon RD ,Portland,OR,97221,Museum Operator
583613.10,Xiaoyang Wang - SVOG,203 SW Hamilton St ,Portland,OR,97239,Live venue operator or promoter
142461.75,Pine Theater llc. - SVOG,216 N Main St ,Prineville,OR,97754,Motion picture theater operator
243932.30,Odem Theater Pub LLC - SVOG,349 sw 6th ,Redmond,Or,97759,Motion picture theater operator
68040.00,Pulik Properties LLC - SVOG,720 Desperado Court,Redmond,OR,97756,Motion picture theater operator
300213.40,Sionna Productions LLC - SVOG,800 NE Hemlock Ave,Redmond,OR,97756,Live venue operator or promoter
1252896.75,"Cinemagic, Inc - SVOG",1750 NW Hughwood Ave ,Roseburg,OR,97520,Motion picture theater operator
71061.10,Capitol City Productions LLC - SVOG,210 Liberty St SE Suite 150 ,Salem,OR,97301,Live venue operator or promoter
32074.62,Cool Hat Records LLC - SVOG,540 Tillman Ave SE,Salem,OR,97302,Talent representative
831207.94,"Historic Elsinore Theatre, Inc. - SVOG",170 High St SE ,Salem,OR,97301,Live venue operator or promoter
531437.85,Northern Lights Venturs LLC - SVOG,3893 COMMERCIAL STREET SE,Salem,OR,97302,Motion picture theater operator
223880.63,Salem Cinema LLC - SVOG,1127 Broadway NE Suite 170,Salem,OR,97301,Motion picture theater operator
202597.97,"The Pentacle Theatre, Inc. - SVOG",PO Box 8271 ,Salem,OR,97303,Live performing arts organization operator
136565.00,Machine Entertainment LLC - SVOG,51600 SE 9th St. ,Scappoose,OR,97056,Live venue operator or promoter
464106.47,Scappoose Cinema 7 LLC - SVOG,"33520 SW Edward LN Apt, suite, floor, etc.",Scappoose,OR,97056,Motion picture theater operator
351528.45,NLP University - SVOG,85 2nd Ave. ,Seaside,OR,97138,Live venue operator or promoter
32311.54,Wildwood MusicFest - SVOG,22900 SW PIttman Rd ,Sheridan,OR,97378,Live venue operator or promoter
117930.60,Sherwood Center for the Arts - SVOG,22689 SW Pine St.,Sherwood,OR,97140,Live venue operator or promoter
115569.76,Oregon Garden Foundation - SVOG,879 W Main St ,Silverton,OR,97381,Museum Operator
43204.95,Belfry Events LLC - SVOG,302 East Main Ave ,Sisters,OR,97759,Live venue operator or promoter
336569.40,Quoin Media & Entertainment LLC - SVOG,720 Desperado Court ,Sisters,OR,97759,Motion picture theater operator
359401.95,Sisters Folk Festival Inc - SVOG,"204 W Adams Ave, Suite 101 PO Box 3500, PMB 304",Sisters,OR,97759,Live performing arts organization operator
437519.10,Berg Productions Inc. - SVOG,480 Shelley St. Suite E ,Springfield,OR,97477,Live venue operator or promoter
30531.00,Richard E. Wildish Community Theater - SVOG,630 Main St ,Springfield,OR,97477,Live venue operator or promoter
749677.00,St. Paul Rodeo Association - SVOG,4174 Malo Avenue NE P.O. Box 175,St. Paul,OR,97137,Live venue operator or promoter
134180.43,Cinema Treasures LLC - SVOG,350 N Third Ave ,Stayton,OR,97383,Motion picture theater operator
1439.00,Ian Watts - SVOG,835 N 5th Ave ,Stayton,OR,97383,Talent representative
132179.89,Rio Theatre LLC - SVOG,1439 Main St ,Sweet Home,OR,97386,Motion picture theater operator
1131700.95,"Sweet Home Economic Development Group, Inc. - SVOG",401 MAIN ST STE B,Sweet Home,OR,97386,Live venue operator or promoter
313778.00,Camelot Theatre Company - SVOG,101 TALENT AVE,Talent,OR,97540,Live performing arts organization operator
252590.00,Deborah Greiner - SVOG,32994 HIGHWAY 99E ,Tangent,OR,97389,Live performing arts organization operator
1418747.71,Destiny Entertainment Corporation - SVOG,P.O. Box 1850 2727 W. 7th St.,The Dalles,OR,97058,Motion picture theater operator
19550.00,"National Neon Sign Museum, The - SVOG",200 E. 3rd St. PO Box 2007,The Dalles,OR,97058,Museum Operator
528100.51,Broadway Rose Theatre Company - SVOG,PO Box 231004 ,Tigard,OR,97281,Live performing arts organization operator
103200.30,Jeff Punk Rock Martin LLC (trade style The Joy Cinema and Pub) - SVOG,11959 SW Pacific Hwy. ,Tigard,OR,97223,Motion picture theater operator
2037.92,FaIRVIEW GRANGE #273 - SVOG,5520 3rd St (physical address) 6800 Alderbrood Rd. (mailing address),Tillamook,OR,97141,Live performing arts organization operator
167618.85,"Tillamook Coliseum Theater, LLC - SVOG",310 Main Avenue PO Box 866,Tillamook,OR,97141,Motion picture theater operator
4499.48,Tualatin Historical Society - SVOG,8700 SW Sweek,Tualatin,OR,97062,Live venue operator or promoter
452918.55,"Oak Grove Cinemas, Inc. - SVOG",3380 Barrington Drive ,West Linn,OR,97068,Motion picture theater operator
30214.15,Film Festival Circuit LLC - SVOG,10441 SW Lisbon Street ,Wilsonville,OR,97070,Motion picture theater operator
38988.58,Pacific Talent Inc. - SVOG,28864 SW Geneva Loop ,Wilsonville,OR,97070,Talent representative
14200.00,Church of Satire LLC - SVOG,104 Pine RD,Abbottstown,PA,17301,Live venue operator or promoter
44562.00,Storybook Musical Theatre - SVOG,1811 Edge Hill Road ,Abington,PA,19001,Theatrical producer
1796948.10,SJ PRESENTS CORP. - SVOG,189 Patten Circle ,Albrightsville,PA,18210,Live venue operator or promoter
215365.15,"Allentown Symphony Association, Inc. - SVOG",23 N. 6th Street ,Allentown,PA,18101,Live venue operator or promoter
678882.84,"Civic Theatre of Allentown, PA - SVOG",527 N. 19th Street,Allentown,PA,18104,Live performing arts organization operator
364586.75,The Palace Center - SVOG,623 Hanover AVe ,Allentown,PA,18109,Live venue operator or promoter
6090998.85,Vision Entertainment Group LLC - SVOG,2227 Albright Ave Suite 2,Allentown,PA,18104,Live venue operator or promoter
33841.80,"Altoona Symphony Society, Inc - SVOG",1331 12th Avenue Suite 107,Altoona,PA,16601,Live performing arts organization operator
171102.75,Blair County Arts Foundation - SVOG,1212 Twelfth Avenue ,Altoona,PA,16601,Live venue operator or promoter
12091.05,Quaint Corner Childrens Museum - SVOG,2000 Union Ave ,Altoona,pa,16601,Museum Operator
31398.47,"Round the Mountain, LLC - SVOG",3929 Kettle Rd ,Altoona,PA,16601,Live venue operator or promoter
250128.20,"Act II Playhouse, Ltd. - SVOG",56 E BUTLER AV Act II Playhouse,Ambler,PA,19002,Live venue operator or promoter
99760.05,Allen Theatre and Backstage Cafe LLC - SVOG,36 E. Main St. ,Annville,PA,17003,Motion picture theater operator
15384.15,Stonefield Productions LLC - SVOG,533 Nazareth Dr. ,Bath,PA,18014,Theatrical producer
9337.50,Teaberry Productions LLC - SVOG,5575 Bedford Valley Rd. ,Bedford,PA,15522,Live venue operator or promoter
66655.07,Berwick Theater and Center for Community Arts - SVOG,110 East Front Street ,Berwick,PA,18603,Motion picture theater operator
7389773.45,ArtsQuest - SVOG,25 W. Third Street ,Bethlehem,PA,18015,Live performing arts organization operator
167473.96,"CelticFest, Inc. - SVOG",902 4th Ave. Suite 2,Bethlehem,PA,18018,Live performing arts organization operator
363648.15,Lehigh University - SVOG,420 East Packer Avenue ,Bethlehem,PA,18015,Live venue operator or promoter
573275.75,"Media Five, LTD> - SVOG",860 Barnsdale Rd ,Bethlehem,PA,18017,Talent representative
88774.29,Think Iconic Artists Agency LLC - SVOG,267 Moreland Ave ,Bethlehem,PA,18017,Talent representative
42396.22,Touchstone - SVOG,321 East 4th Street ,Bethlehem,PA,18015,Live performing arts organization operator
89950.16,Bloomsburg Theatre Ensemble - SVOG,226 Center Street ,Bloomsburg,PA,17815,Theatrical producer
429347.41,Colebrookdale Railroad Preservation Trust - SVOG,100 South Chestnut Street ,Boyertown,PA,19512,Museum Operator
84036.25,State Theatre of Boyertown - SVOG,61 North Reading Avenue ,Boyertown,PA,19512,Motion picture theater operator
92336.90,Main Street Movie House INC - SVOG,123 Main Street ,Bradford,PA,16701,Motion picture theater operator
170400.00,X talent USA - SVOG,325 Cedar Road ,Bradfordwoods,Pa,15015,Live venue operator or promoter
311351.32,"Bristol Riverside Theater Company, Inc - SVOG",120 Radcliffe Street ,Bristol,Pa,19007,Live performing arts organization operator
1005202.70,Bryn Mawr Theatre Film Institute - SVOG,824 W. Lancaster Avenue ,Bryn Mawr,PA,19010,Motion picture theater operator
209577.82,UNITED COUNTRY WESTERN DANCE COUNCIL - SVOG,159 North 25th Street ,Camp Hill,PA,17011,Live performing arts organization operator
159334.20,"Carlisle Regional Performing Arts Center, Inc. - SVOG",44 W High Street,Carlisle,PA,17013,Live performing arts organization operator
1365450.00,Central Pennsylvania Youth Ballet - SVOG,5 N. Orange Street Suite 3,Carlisle,PA,17013,Live performing arts organization operator
84618.60,Off The Wall Productions - SVOG,25 West Main St,Carnegie,PA,15106,Live performing arts organization operator
192968.65,BUCKS COUNTY CENTER FOR THE PERFORMING ARTS - SVOG,PO BOX 199,Carversville,PA,18913,Theatrical producer
514748.70,Pennsylvania Shakespeare Festival - SVOG,2755 Station Ave ,Center Valley,PA,18034,Theatrical producer
138844.80,Capitol Theatre Center Foundation - SVOG,159 S Main St,Chambersburg,PA,17201,Live performing arts organization operator
153023.85,Cheltenham Center for the Arts - SVOG,439 Ashbourne Road ,Cheltenham,PA,19012,Museum Operator
204141.00,Global Entertainment & Marketing Planners LLC - SVOG,2359 Chipmunk Ln,Clifton Heights,PA,19018,Live venue operator or promoter
52619.85,Deborah Danchak - SVOG,113 East Phillips Street ,Coaldale,PA,18218,Motion picture theater operator
11449.23,Heather Grayberg - SVOG,17 N Church St. ,Coatesville,PA,19320,Live performing arts organization operator
140544.45,Soul Joel Productions - SVOG,3395 Arcola Road ,Collegeville,PA,19426,Live venue operator or promoter
94697.04,Ely Entertainment LLC - SVOG,17 West Market Street ,Corning,PA,14830,Motion picture theater operator
128146.80,Keystone State Music Theater Association - SVOG,PO Box 1584 ,Cranberry Township,PA,16066,Live performing arts organization operator
244503.70,Pocono Environmental Education Center - SVOG,538 Emery Rd ,Dingmans Ferry,PA,18328,Museum Operator
12666.91,"Renew Theaters, Inc. - SVOG",91 E. Court St ,Doylestown,PA,18901,Motion picture theater operator
99461.72,"Pocono Cinema & Cultural Center, Inc. - SVOG",88 S Courtland St ,East Stroudsburg,PA,18301,Motion picture theater operator
697255.01,B&G enterprises - SVOG,5 centre Square ,Easton,PA,18042,Live venue operator or promoter
1421215.90,"State Theatre Center for the Arts, Inc. - SVOG",453 Northampton Street ,Easton,PA,18042,Live performing arts organization operator
164071.48,"The Collegiate Empowerment Company, Inc. - SVOG",131 Cattell St. #200 ,Easton,PA,18042,Live performing arts organization operator
68523.00,Cresson Lake Playhouse - SVOG,PO Box 368 518 E Horner St,Ebensburg,PA,15931,Live performing arts organization operator
569857.00,Lightwave International Inc - SVOG,234 Christy Rd ,Eighty Four,PA,15330,Live performing arts organization operator
31180.68,"Music at Gretna, Inc - SVOG",520 S Locust St,Elizabethtown,PA,17022,Live performing arts organization operator
97823.08,Red Phone Inc - SVOG,346 N Manor Rd ,Elverson,PA,19520,Talent representative
121692.60,"EMMAUS MOVIES, LLC - SVOG",19 s 4th street ,Emmaus,PA,18049,Motion picture theater operator
161760.00,Ephrata Performing Arts Center - SVOG,320 Cocalico St PO Box 173,Ephrata,PA,17522,Live performing arts organization operator
56368.67,Ryan & Friends Inc - SVOG,12 Garland Ln ,Ephrata,PA,17522,Live venue operator or promoter
143611.60,Erie Civic Theater Association - SVOG,13 West 10 St. ,Erie,PA,16501,Live performing arts organization operator
213175.70,"Erie Philharmonic, Inc. - SVOG","23 West 10th Street, Suite 3",Erie,PA,16501,Live performing arts organization operator
10835.23,Performing Arts Collective Alliance - SVOG,1505 State Street ,Erie,PA,16501,Live performing arts organization operator
23920.34,All An Act Theatre Productions - SVOG,6780 Haskell Dr,Fairview,PA,16415,Live performing arts organization operator
2329487.55,Erie County Convention Center Authority - SVOG,6078 Larch Drive ,Fairview,PA,16415,Live venue operator or promoter
41595.30,Thomas Fowler dba Tom Fowler Productions - SVOG,621 Sharon New Castle Rd. ,Farrell,PA,16121,Talent representative
441182.90,Totem Pole Playhouse - SVOG,9555 Golf Course Rd,Fayetteville,PA,17222,Theatrical producer
143093.00,Franklin Civic Operetta Association - SVOG,1223 Liberty Street PO Box 1089,Franklin,PA,16323,Live performing arts organization operator
346701.15,Gettysburg College - SVOG,"300 N. Washington Street, Box 423 ",Gettysburg,PA,17325,Live performing arts organization operator
53444.60,Gettysburg Community Theatre - SVOG,49 York Street ,Gettysburg,PA,17325,Theatrical producer
4323613.65,Gettysburg Foundation - SVOG,1195 Baltimore Pike ,Gettysburg,PA,17325,Museum Operator
192000.00,Gettysburg Nature Alliance dba as Gettysburg Hertiage Center - SVOG,297 Steinwehr Avenue ,Gettysburg,PA,17325,Museum Operator
32483.78,Seminary Ridge Historic Preservation Foundation - SVOG,61 Seminary Ridge ,Gettysburg,PA,17325,Museum Operator
3820.50,STEAMWORKS VAPOR COMPANY - SVOG,4967 WILLIAM FLYNN HIGHWAY,Gibsonia,PA,15044,Live venue operator or promoter
181822.71,Big Bloc Entertainment Inc. - SVOG,590 General Patterson Drive,Glenside,PA,19038,Talent representative
318043.95,Stage Right INC. - SVOG,105 west 4th street ,Greensburg,PA,15601,Live performing arts organization operator
801865.96,Westmoreland Cultural Trust - SVOG,102 NORTH MAIN ST,Greensburg,PA,15601,Live venue operator or promoter
103160.27,Westmoreland Symphony Orchestra - SVOG,951 Old Salem Road ,Greensburg,PA,15601,Live performing arts organization operator
177864.26,Our Town Foundation - SVOG,320 State St ,Hamburg,PA,19526,Motion picture theater operator
198685.39,Eichelberger Performing Arts Center - SVOG,195 Stock Street Suite 200 ,Hanover,PA,17331,Live performing arts organization operator
454754.56,Whitaker Center for Science and the Arts - SVOG,222 Market Street ,Harrisbug,PA,17101,Live performing arts organization operator
272979.74,"Campus Cinema, LP - SVOG",250 Reily Street ,Harrisburg,PA,17102,Motion picture theater operator
24182.22,"Central Pennsylvania Friends of Jazz, Inc. - SVOG",5721 Jonestown Road ,Harrisburg,PA,17112,Live performing arts organization operator
107277.78,Gamut Theatre Group Inc - SVOG,15 N 4th Street ,Harrisburg,PA,17101,Theatrical producer
779714.38,"HALSKY ENTERTAINMENT, INC. - SVOG",801 S 10th Street ,Harrisburg,PA,17104,Live venue operator or promoter
101338.20,"Harrisburg Community Theatre, Inc. - SVOG",513 Hurlock St ,Harrisburg,PA,17110,Live performing arts organization operator
168468.45,Harrisburg Symphony Association - SVOG,800 Corporate Circle Suite 101,Harrisburg,PA,17110,Live performing arts organization operator
129564.44,"Hef's Holdings, Inc. - SVOG",819 S CAMERON ST ,Harrisburg,PA,17104,Live venue operator or promoter
431800.00,HMAC Venue LLC - SVOG,1110 north 3rd street ,Harrisburg,PA,17102,Live venue operator or promoter
104977.84,OPEN STAGE OF HARRISBURG - SVOG,25 N. COURT STREET ,Harrisburg,PA,17101,Live performing arts organization operator
122335.10,The National Civil War Museum - SVOG,1 Lincoln Circle ,Harrisburg,PA,17103,Museum Operator
160770.15,Comedy Sportz of Phila Inc. - SVOG,804 Beechwood Road ,Havertown,PA,19083,Live performing arts organization operator
112794.30,"Kelly Music for Life, Inc. - SVOG",139 E. Hathaway Lane ,Havertown,PA,19083,Live venue operator or promoter
18450.45,Company Players - SVOG,PO Box 158 512 Keystone st,Hawley,PA,18428,Live performing arts organization operator
175425.30,"Joey Casella Productions, Inc. - SVOG",131 Parkwood Drive ,Hawley,PA,18428,Theatrical producer
36709.94,Pennsylvania Theatre of Performing Arts - SVOG,212 W Broad St ,Hazleton,PA,18201,Live performing arts organization operator
